ml,mAU
11.361,15.43745
11.362,15.45194
11.363,15.46746
11.364,15.48202
11.365,15.49783
11.366,15.51904
11.366,15.53551
11.367,15.55189
11.368,15.56831
11.369,15.58528
11.37,15.60053
11.371,15.61816
11.371,15.63225
11.372,15.64813
11.373,15.66618
11.374,15.68114
11.375,15.69709
11.376,15.71349
11.376,15.73006
11.377,15.74694
11.378,15.76155
11.379,15.77651
11.38,15.79177
11.381,15.80714
11.381,15.82449
11.382,15.84283
11.383,15.85773
11.384,15.8725
11.385,15.88755
11.386,15.90314
11.386,15.91526
11.387,15.93016
11.388,15.94358
11.389,15.95783
11.39,15.97387
11.391,15.98954
11.391,16.00398
11.392,16.01966
11.393,16.03609
11.394,16.05093
11.395,16.066
11.396,16.08226
11.396,16.09528
11.397,16.10996
11.398,16.1238
11.399,16.13838
11.4,16.1535
11.401,16.16717
11.401,16.18251
11.402,16.19515
11.403,16.20845
11.404,16.2225
11.405,16.23707
11.406,16.25207
11.406,16.26748
11.407,16.28372
11.408,16.29887
11.409,16.31429
11.41,16.32952
11.41,16.34363
11.411,16.35726
11.412,16.37236
11.413,16.38783
11.414,16.40243
11.415,16.41653
11.415,16.43105
11.416,16.44384
11.417,16.45887
11.418,16.47265
11.419,16.4882
11.42,16.50277
11.42,16.5164
11.421,16.53169
11.422,16.54569
11.423,16.56279
11.424,16.57655
11.425,16.59213
11.425,16.60769
11.426,16.62357
11.427,16.63759
11.428,16.6507
11.429,16.66553
11.43,16.68032
11.43,16.69467
11.431,16.70952
11.432,16.72497
11.433,16.73855
11.434,16.75308
11.435,16.7674
11.435,16.78153
11.436,16.79463
11.437,16.81069
11.438,16.82424
11.439,16.83825
11.44,16.85314
11.44,16.86872
11.441,16.88359
11.442,16.8971
11.443,16.91095
11.444,16.92452
11.445,16.93779
11.445,16.9522
11.446,16.96517
11.447,16.97949
11.448,16.99252
11.449,17.00639
11.45,17.0172
11.45,17.02914
11.451,17.04075
11.452,17.05303
11.453,17.0662
11.454,17.07903
11.455,17.0927
11.455,17.10427
11.456,17.11801
11.457,17.13224
11.458,17.14388
11.459,17.15556
11.46,17.16734
11.46,17.17848
11.461,17.18854
11.462,17.20046
11.463,17.21317
11.464,17.2255
11.465,17.23744
11.465,17.25014
11.466,17.26261
11.467,17.27463
11.468,17.28599
11.469,17.29827
11.47,17.30971
11.47,17.32196
11.471,17.33478
11.472,17.34755
11.473,17.35972
11.474,17.37178
11.475,17.3852
11.475,17.3965
11.476,17.40945
11.477,17.42157
11.478,17.43278
11.479,17.44629
11.48,17.46027
11.48,17.47354
11.481,17.48592
11.482,17.49885
11.483,17.5107
11.484,17.5226
11.485,17.53451
11.485,17.54814
11.486,17.56065
11.487,17.57264
11.488,17.5856
11.489,17.59814
11.49,17.61014
11.49,17.62199
11.491,17.63219
11.492,17.64243
11.493,17.65436
11.494,17.66662
11.495,17.67696
11.495,17.68563
11.496,17.69722
11.497,17.707
11.498,17.71666
11.499,17.72822
11.5,17.7388
11.5,17.74816
11.501,17.75749
11.502,17.76717
11.503,17.77609
11.504,17.78494
11.504,17.79498
11.505,17.80553
11.506,17.81455
11.507,17.82393
11.508,17.83479
11.509,17.84642
11.509,17.85817
11.51,17.86792
11.511,17.87727
11.512,17.88838
11.513,17.89919
11.514,17.9092
11.514,17.9187
11.515,17.92992
11.516,17.94151
11.517,17.95082
11.518,17.9607
11.519,17.97118
11.519,17.98137
11.52,17.99064
11.521,18.00066
11.522,18.01071
11.523,18.02036
11.524,18.0309
11.524,18.04178
11.525,18.05133
11.526,18.06063
11.527,18.06935
11.528,18.07875
11.529,18.08667
11.529,18.09306
11.53,18.10026
11.531,18.10957
11.532,18.11945
11.533,18.12814
11.534,18.13626
11.534,18.14543
11.535,18.15398
11.536,18.16231
11.537,18.17012
11.538,18.178
11.539,18.1864
11.539,18.19485
11.54,18.20333
11.541,18.21199
11.542,18.2212
11.543,18.23037
11.544,18.23926
11.544,18.24586
11.545,18.25388
11.546,18.26152
11.547,18.27023
11.548,18.28002
11.549,18.28849
11.549,18.29786
11.55,18.30629
11.551,18.31455
11.552,18.32287
11.553,18.3309
11.554,18.34052
11.554,18.34889
11.555,18.35649
11.556,18.36276
11.557,18.36778
11.558,18.37415
11.559,18.38305
11.559,18.39219
11.56,18.40058
11.561,18.40786
11.562,18.41529
11.563,18.4227
11.564,18.42906
11.564,18.43521
11.565,18.44217
11.566,18.44995
11.567,18.45761
11.568,18.465
11.569,18.47188
11.569,18.47957
11.57,18.48729
11.571,18.49488
11.572,18.5025
11.573,18.50926
11.574,18.51623
11.574,18.52198
11.575,18.52794
11.576,18.53373
11.577,18.53927
11.578,18.54771
11.579,18.55622
11.579,18.56216
11.58,18.56692
11.581,18.572
11.582,18.57793
11.583,18.58234
11.584,18.58734
11.584,18.59531
11.585,18.60312
11.586,18.60912
11.587,18.61395
11.588,18.6195
11.589,18.62496
11.589,18.62963
11.59,18.6336
11.591,18.63735
11.592,18.64189
11.593,18.64706
11.594,18.65195
11.594,18.65628
11.595,18.66185
11.596,18.66752
11.597,18.67395
11.598,18.68001
11.598,18.68426
11.599,18.68865
11.6,18.69459
11.601,18.70054
11.602,18.70646
11.603,18.71278
11.603,18.71917
11.604,18.72336
11.605,18.726
11.606,18.72956
11.607,18.73351
11.608,18.73849
11.608,18.74295
11.609,18.74685
11.61,18.75056
11.611,18.75504
11.612,18.76035
11.613,18.76504
11.613,18.76941
11.614,18.77259
11.615,18.77716
11.616,18.7806
11.617,18.78353
11.618,18.78809
11.618,18.79237
11.619,18.79644
11.62,18.79975
11.621,18.80378
11.622,18.80795
11.623,18.81133
11.623,18.81436
11.624,18.81756
11.625,18.82171
11.626,18.82691
11.627,18.83143
11.628,18.83612
11.628,18.84146
11.629,18.84605
11.63,18.85012
11.631,18.85402
11.632,18.85739
11.633,18.86017
11.633,18.86306
11.634,18.86612
11.635,18.87104
11.636,18.87606
11.637,18.8815
11.638,18.88655
11.638,18.88962
11.639,18.89311
11.64,18.89727
11.641,18.90126
11.642,18.90388
11.643,18.9069
11.643,18.91108
11.644,18.91277
11.645,18.91434
11.646,18.91698
11.647,18.91837
11.648,18.91968
11.648,18.92153
11.649,18.92244
11.65,18.92418
11.651,18.9267
11.652,18.92954
11.653,18.93229
11.653,18.93425
11.654,18.93659
11.655,18.93919
11.656,18.94144
11.657,18.94345
11.658,18.9449
11.658,18.94631
11.659,18.94794
11.66,18.94912
11.661,18.95058
11.662,18.95297
11.663,18.95563
11.663,18.95784
11.664,18.95956
11.665,18.96185
11.666,18.96479
11.667,18.96691
11.668,18.9694
11.668,18.97262
11.669,18.97446
11.67,18.97818
11.671,18.98063
11.672,18.98357
11.673,18.9864
11.673,18.98923
11.674,18.99226
11.675,18.99469
11.676,18.99676
11.677,18.99779
11.678,18.99835
11.678,18.99819
11.679,19.00054
11.68,19.00381
11.681,19.00667
11.682,19.00936
11.683,19.01119
11.683,19.0117
11.684,19.01265
11.685,19.01429
11.686,19.01686
11.687,19.01982
11.688,19.02334
11.688,19.02429
11.689,19.02591
11.69,19.02822
11.691,19.02838
11.692,19.02905
11.692,19.03058
11.693,19.03199
11.694,19.03224
11.695,19.03386
11.696,19.03631
11.697,19.03752
11.697,19.03998
11.698,19.04227
11.699,19.04546
11.7,19.04584
11.701,19.04572
11.702,19.04783
11.702,19.04962
11.703,19.05005
11.704,19.05211
11.705,19.05467
11.706,19.05575
11.707,19.05728
11.707,19.05924
11.708,19.05956
11.709,19.06085
11.71,19.06124
11.711,19.06107
11.712,19.06198
11.712,19.06377
11.713,19.0646
11.714,19.06602
11.715,19.06748
11.716,19.0679
11.717,19.06722
11.717,19.06712
11.718,19.06659
11.719,19.06651
11.72,19.06663
11.721,19.06734
11.722,19.06732
11.722,19.06771
11.723,19.0666
11.724,19.06725
11.725,19.06602
11.726,19.06536
11.727,19.06316
11.727,19.06297
11.728,19.06129
11.729,19.06156
11.73,19.06294
11.731,19.06518
11.732,19.06687
11.732,19.06797
11.733,19.0676
11.734,19.06713
11.735,19.06634
11.736,19.06661
11.737,19.06688
11.737,19.06696
11.738,19.06774
11.739,19.06905
11.74,19.06987
11.741,19.06955
11.742,19.07036
11.742,19.07046
11.743,19.06914
11.744,19.06965
11.745,19.07093
11.746,19.0722
11.747,19.07023
11.747,19.07042
11.748,19.06896
11.749,19.06905
11.75,19.06839
11.751,19.06607
11.752,19.06324
11.752,19.06156
11.753,19.06201
11.754,19.06215
11.755,19.06242
11.756,19.06206
11.757,19.06029
11.757,19.05972
11.758,19.06043
11.759,19.06036
11.76,19.06065
11.761,19.05909
11.762,19.05781
11.762,19.05744
11.763,19.05805
11.764,19.05776
11.765,19.05732
11.766,19.05679
11.767,19.05527
11.767,19.05599
11.768,19.05685
11.769,19.05893
11.77,19.05812
11.771,19.05634
11.772,19.05674
11.772,19.05754
11.773,19.05814
11.774,19.05765
11.775,19.05583
11.776,19.05366
11.777,19.05116
11.777,19.05186
11.778,19.05104
11.779,19.04855
11.78,19.04825
11.781,19.04567
11.782,19.04766
11.782,19.04862
11.783,19.04815
11.784,19.04801
11.785,19.04803
11.786,19.0468
11.786,19.04529
11.787,19.04698
11.788,19.044
11.789,19.04272
11.79,19.04079
11.791,19.03996
11.791,19.03936
11.792,19.03921
11.793,19.03852
11.794,19.03989
11.795,19.03767
11.796,19.03746
11.796,19.03723
11.797,19.03764
11.798,19.03779
11.799,19.03537
11.8,19.03499
11.801,19.0345
11.801,19.03308
11.802,19.02918
11.803,19.02878
11.804,19.0257
11.805,19.02412
11.806,19.02362
11.806,19.0224
11.807,19.01901
11.808,19.01766
11.809,19.01876
11.81,19.01903
11.811,19.0172
11.811,19.01567
11.812,19.01496
11.813,19.01138
11.814,19.01033
11.815,19.00727
11.816,19.00773
11.816,19.00712
11.817,19.00677
11.818,19.00495
11.819,19.00211
11.82,19.00379
11.821,19.00292
11.821,19.00165
11.822,19.001
11.823,19.00138
11.824,18.99936
11.825,18.99978
11.826,18.99819
11.826,18.99517
11.827,18.99399
11.828,18.99433
11.829,18.99148
11.83,18.9923
11.831,18.98991
11.831,18.98957
11.832,18.98995
11.833,18.98864
11.834,18.98847
11.835,18.98654
11.836,18.98627
11.836,18.9841
11.837,18.98237
11.838,18.98058
11.839,18.97937
11.84,18.97912
11.841,18.97643
11.841,18.9753
11.842,18.97489
11.843,18.9742
11.844,18.97353
11.845,18.97188
11.846,18.97199
11.846,18.97295
11.847,18.97226
11.848,18.96978
11.849,18.97023
11.85,18.96955
11.851,18.96685
11.851,18.96618
11.852,18.96457
11.853,18.96154
11.854,18.96107
11.855,18.96219
11.856,18.96252
11.856,18.96015
11.857,18.95901
11.858,18.95801
11.859,18.95736
11.86,18.95545
11.861,18.9537
11.861,18.9527
11.862,18.95211
11.863,18.9502
11.864,18.94789
11.865,18.94742
11.866,18.94591
11.866,18.94349
11.867,18.94147
11.868,18.9417
11.869,18.94193
11.87,18.93969
11.871,18.93961
11.871,18.93876
11.872,18.93681
11.873,18.9343
11.874,18.93469
11.875,18.93408
11.876,18.93197
11.876,18.92962
11.877,18.92789
11.878,18.92768
11.879,18.92691
11.88,18.92486
11.88,18.9237
11.881,18.92333
11.882,18.92137
11.883,18.91924
11.884,18.9179
11.885,18.9171
11.885,18.91438
11.886,18.9132
11.887,18.91257
11.888,18.90957
11.889,18.90641
11.89,18.90535
11.89,18.90419
11.891,18.90328
11.892,18.90238
11.893,18.90091
11.894,18.90278
11.895,18.90082
11.895,18.89891
11.896,18.8965
11.897,18.89511
11.898,18.89444
11.899,18.8928
11.9,18.89094
11.9,18.89098
11.901,18.88974
11.902,18.88823
11.903,18.88847
11.904,18.88833
11.905,18.88768
11.905,18.8877
11.906,18.8863
11.907,18.88542
11.908,18.88246
11.909,18.88319
11.91,18.88433
11.91,18.88351
11.911,18.8828
11.912,18.88107
11.913,18.8797
11.914,18.87857
11.915,18.87441
11.915,18.8749
11.916,18.87293
11.917,18.87244
11.918,18.87087
11.919,18.86998
11.92,18.86915
11.92,18.86904
11.921,18.86686
11.922,18.86527
11.923,18.86188
11.924,18.85844
11.925,18.85534
11.925,18.85356
11.926,18.85333
11.927,18.85254
11.928,18.85153
11.929,18.84996
11.93,18.84813
11.93,18.84667
11.931,18.844
11.932,18.84283
11.933,18.84165
11.934,18.84083
11.935,18.84095
11.935,18.84066
11.936,18.8388
11.937,18.83803
11.938,18.83699
11.939,18.83551
11.94,18.83456
11.94,18.83343
11.941,18.83188
11.942,18.83098
11.943,18.83123
11.944,18.83056
11.945,18.83002
11.945,18.82947
11.946,18.8293
11.947,18.82739
11.948,18.82679
11.949,18.82483
11.95,18.82447
11.95,18.8239
11.951,18.82251
11.952,18.82278
11.953,18.82143
11.954,18.82001
11.955,18.81828
11.955,18.81661
11.956,18.81559
11.957,18.81561
11.958,18.81531
11.959,18.81536
11.96,18.81502
11.96,18.81435
11.961,18.81322
11.962,18.81274
11.963,18.81303
11.964,18.81225
11.965,18.81426
11.965,18.8139
11.966,18.81286
11.967,18.81182
11.968,18.81007
11.969,18.80776
11.969,18.80796
11.97,18.80616
11.971,18.80468
11.972,18.80277
11.973,18.80175
11.974,18.80185
11.974,18.80285
11.975,18.80275
11.976,18.80173
11.977,18.80054
11.978,18.79858
11.979,18.79652
11.979,18.79304
11.98,18.79327
11.981,18.79242
11.982,18.79113
11.983,18.78826
11.984,18.78686
11.984,18.78557
11.985,18.78325
11.986,18.7824
11.987,18.78302
11.988,18.78179
11.989,18.78048
11.989,18.78022
11.99,18.77889
11.991,18.77829
11.992,18.77816
11.993,18.77691
11.994,18.77509
11.994,18.77218
11.995,18.76892
11.996,18.76742
11.997,18.76698
11.998,18.76565
11.999,18.76476
11.999,18.76319
12,18.76216
12.001,18.76038
12.002,18.75891
12.003,18.75773
12.004,18.75719
12.004,18.75533
12.005,18.75349
12.006,18.75242
12.007,18.75113
12.008,18.74995
12.009,18.75038
12.009,18.74936
12.01,18.748
12.011,18.74933
12.012,18.74941
12.013,18.74916
12.014,18.75054
12.014,18.75155
12.015,18.7524
12.016,18.75324
12.017,18.75162
12.018,18.74939
12.019,18.74802
12.019,18.74777
12.02,18.74902
12.021,18.75032
12.022,18.7495
12.023,18.74814
12.024,18.74759
12.024,18.74791
12.025,18.74925
12.026,18.74949
12.027,18.74882
12.028,18.74659
12.029,18.74517
12.029,18.74365
12.03,18.74327
12.031,18.74277
12.032,18.74026
12.033,18.73901
12.034,18.73722
12.034,18.73496
12.035,18.73215
12.036,18.73092
12.037,18.7297
12.038,18.72951
12.039,18.73105
12.039,18.73245
12.04,18.73194
12.041,18.72966
12.042,18.72709
12.043,18.72685
12.044,18.72676
12.044,18.7253
12.045,18.72408
12.046,18.72184
12.047,18.72119
12.048,18.72158
12.049,18.72159
12.049,18.72095
12.05,18.71956
12.051,18.71796
12.052,18.71569
12.053,18.71443
12.054,18.71376
12.054,18.71328
12.055,18.71176
12.056,18.7101
12.057,18.70993
12.058,18.70997
12.059,18.70909
12.059,18.70739
12.06,18.70627
12.061,18.70513
12.062,18.70384
12.063,18.70423
12.063,18.70395
12.064,18.7048
12.065,18.70564
12.066,18.70467
12.067,18.7048
12.068,18.70318
12.068,18.70244
12.069,18.70303
12.07,18.70361
12.071,18.70291
12.072,18.70352
12.073,18.70464
12.073,18.70439
12.074,18.70394
12.075,18.70458
12.076,18.70689
12.077,18.70829
12.078,18.70728
12.078,18.70627
12.079,18.70655
12.08,18.70755
12.081,18.70868
12.082,18.70955
12.083,18.71047
12.083,18.71109
12.084,18.71209
12.085,18.71158
12.086,18.71175
12.087,18.71344
12.088,18.71436
12.088,18.71589
12.089,18.71552
12.09,18.71535
12.091,18.71604
12.092,18.71628
12.093,18.71653
12.093,18.71727
12.094,18.71861
12.095,18.71986
12.096,18.72119
12.097,18.71986
12.098,18.72007
12.098,18.72223
12.099,18.72395
12.1,18.72453
12.101,18.72429
12.102,18.72407
12.103,18.72432
12.103,18.72551
12.104,18.72526
12.105,18.72498
12.106,18.72563
12.107,18.7267
12.108,18.72707
12.108,18.72579
12.109,18.72447
12.11,18.72528
12.111,18.72603
12.112,18.72547
12.113,18.72636
12.113,18.72803
12.114,18.72958
12.115,18.73052
12.116,18.72999
12.117,18.72844
12.118,18.72806
12.118,18.72811
12.119,18.728
12.12,18.72722
12.121,18.72704
12.122,18.72695
12.123,18.7266
12.123,18.7265
12.124,18.7273
12.125,18.72781
12.126,18.72634
12.127,18.72527
12.128,18.72546
12.128,18.72571
12.129,18.72706
12.13,18.72829
12.131,18.72819
12.132,18.72848
12.133,18.72802
12.133,18.72728
12.134,18.72614
12.135,18.72505
12.136,18.72465
12.137,18.72493
12.138,18.72696
12.138,18.72902
12.139,18.72999
12.14,18.73057
12.141,18.73062
12.142,18.73056
12.143,18.73074
12.143,18.73107
12.144,18.73147
12.145,18.73185
12.146,18.733
12.147,18.73515
12.148,18.73699
12.148,18.73769
12.149,18.73767
12.15,18.73868
12.151,18.73959
12.152,18.74119
12.153,18.74202
12.153,18.7451
12.154,18.74744
12.155,18.74702
12.156,18.74802
12.157,18.75017
12.157,18.75214
12.158,18.75135
12.159,18.75089
12.16,18.75274
12.161,18.75394
12.162,18.75632
12.162,18.75897
12.163,18.76012
12.164,18.76234
12.165,18.7641
12.166,18.765
12.167,18.76603
12.167,18.76602
12.168,18.76604
12.169,18.76588
12.17,18.76669
12.171,18.76691
12.172,18.76662
12.172,18.76782
12.173,18.76936
12.174,18.76901
12.175,18.76914
12.176,18.77208
12.177,18.77244
12.177,18.77
12.178,18.76967
12.179,18.77197
12.18,18.7741
12.181,18.77538
12.182,18.77646
12.182,18.77732
12.183,18.7786
12.184,18.78128
12.185,18.7831
12.186,18.78509
12.187,18.78689
12.187,18.7885
12.188,18.78966
12.189,18.79168
12.19,18.79393
12.191,18.79593
12.192,18.79875
12.192,18.80075
12.193,18.80213
12.194,18.80461
12.195,18.8072
12.196,18.80976
12.197,18.81183
12.197,18.81429
12.198,18.81854
12.199,18.82164
12.2,18.82304
12.201,18.82416
12.202,18.82601
12.202,18.8287
12.203,18.83026
12.204,18.83211
12.205,18.8322
12.206,18.83262
12.207,18.83395
12.207,18.83461
12.208,18.83531
12.209,18.83907
12.21,18.84239
12.211,18.84516
12.212,18.84743
12.212,18.84981
12.213,18.85147
12.214,18.85351
12.215,18.8535
12.216,18.8552
12.217,18.85856
12.217,18.85935
12.218,18.86142
12.219,18.86169
12.22,18.86333
12.221,18.86648
12.222,18.86803
12.222,18.86893
12.223,18.86982
12.224,18.8717
12.225,18.87338
12.226,18.87684
12.227,18.87943
12.227,18.88037
12.228,18.88183
12.229,18.88424
12.23,18.88638
12.231,18.88806
12.232,18.88957
12.232,18.89233
12.233,18.89292
12.234,18.89546
12.235,18.89759
12.236,18.8996
12.237,18.90143
12.237,18.90269
12.238,18.90556
12.239,18.90802
12.24,18.91168
12.241,18.9161
12.242,18.91826
12.242,18.92169
12.243,18.92363
12.244,18.92591
12.245,18.92854
12.246,18.93111
12.247,18.933
12.247,18.93605
12.248,18.93949
12.249,18.94354
12.25,18.94778
12.251,18.94993
12.251,18.95198
12.252,18.9548
12.253,18.95638
12.254,18.96007
12.255,18.96414
12.256,18.96671
12.256,18.97127
12.257,18.97544
12.258,18.97893
12.259,18.98329
12.26,18.98422
12.261,18.98783
12.261,18.99076
12.262,18.99314
12.263,18.99689
12.264,19.00182
12.265,19.00643
12.266,19.01084
12.266,19.01662
12.267,19.0202
12.268,19.02411
12.269,19.02794
12.27,19.03254
12.271,19.03388
12.271,19.0372
12.272,19.04034
12.273,19.04467
12.274,19.04987
12.275,19.05449
12.276,19.0586
12.276,19.06415
12.277,19.06765
12.278,19.07027
12.279,19.07363
12.28,19.07574
12.281,19.08156
12.281,19.08653
12.282,19.08806
12.283,19.09457
12.284,19.09785
12.285,19.1005
12.286,19.1042
12.286,19.10723
12.287,19.10991
12.288,19.11244
12.289,19.11591
12.29,19.12047
12.291,19.12491
12.291,19.12893
12.292,19.13503
12.293,19.14026
12.294,19.14503
12.295,19.1487
12.296,19.15184
12.296,19.15456
12.297,19.158
12.298,19.1613
12.299,19.16642
12.3,19.17126
12.301,19.17484
12.301,19.17765
12.302,19.18054
12.303,19.18592
12.304,19.18925
12.305,19.19304
12.306,19.19724
12.306,19.2002
12.307,19.20376
12.308,19.20782
12.309,19.21526
12.31,19.21985
12.311,19.22431
12.311,19.22945
12.312,19.23635
12.313,19.24078
12.314,19.24589
12.315,19.24912
12.316,19.25243
12.316,19.25626
12.317,19.26116
12.318,19.26664
12.319,19.27448
12.32,19.27915
12.321,19.28367
12.321,19.29088
12.322,19.297
12.323,19.30191
12.324,19.30848
12.325,19.31238
12.326,19.31812
12.326,19.32448
12.327,19.33309
12.328,19.33934
12.329,19.34342
12.33,19.34709
12.331,19.35341
12.331,19.35772
12.332,19.36166
12.333,19.36664
12.334,19.37105
12.335,19.37399
12.336,19.38066
12.336,19.38656
12.337,19.39546
12.338,19.40219
12.339,19.40666
12.34,19.41126
12.341,19.41801
12.341,19.42504
12.342,19.43106
12.343,19.43822
12.344,19.44582
12.345,19.45193
12.345,19.45795
12.346,19.46409
12.347,19.47213
12.348,19.47723
12.349,19.48606
12.35,19.49347
12.35,19.50029
12.351,19.50634
12.352,19.51461
12.353,19.52114
12.354,19.52762
12.355,19.53605
12.355,19.54463
12.356,19.55162
12.357,19.55913
12.358,19.563
12.359,19.56937
12.36,19.57682
12.36,19.5836
12.361,19.59003
12.362,19.59663
12.363,19.60423
12.364,19.61226
12.365,19.61887
12.365,19.62452
12.366,19.63139
12.367,19.6384
12.368,19.64274
12.369,19.65016
12.37,19.65652
12.37,19.66359
12.371,19.67006
12.372,19.67625
12.373,19.68369
12.374,19.69315
12.375,19.70184
12.375,19.7082
12.376,19.71698
12.377,19.72531
12.378,19.73273
12.379,19.74239
12.38,19.74984
12.38,19.75854
12.381,19.766
12.382,19.77582
12.383,19.78287
12.384,19.79094
12.385,19.79868
12.385,19.80807
12.386,19.81783
12.387,19.82667
12.388,19.83695
12.389,19.8478
12.39,19.85489
12.39,19.86053
12.391,19.86998
12.392,19.8804
12.393,19.89137
12.394,19.89842
12.395,19.90614
12.395,19.91424
12.396,19.92273
12.397,19.93138
12.398,19.9383
12.399,19.94823
12.4,19.95695
12.4,19.96714
12.401,19.9766
12.402,19.98777
12.403,19.99592
12.404,20.0065
12.405,20.01486
12.405,20.02477
12.406,20.03439
12.407,20.04421
12.408,20.05545
12.409,20.06482
12.41,20.07569
12.41,20.0869
12.411,20.0987
12.412,20.10908
12.413,20.11875
12.414,20.12751
12.415,20.13795
12.415,20.14972
12.416,20.16115
12.417,20.17107
12.418,20.18173
12.419,20.19518
12.42,20.20741
12.42,20.21739
12.421,20.22963
12.422,20.24071
12.423,20.25207
12.424,20.26228
12.425,20.27415
12.425,20.28574
12.426,20.29733
12.427,20.30796
12.428,20.31889
12.429,20.32954
12.43,20.3404
12.43,20.35169
12.431,20.36309
12.432,20.37352
12.433,20.38395
12.434,20.39655
12.435,20.40915
12.435,20.42174
12.436,20.43238
12.437,20.4425
12.438,20.45619
12.439,20.46724
12.439,20.47826
12.44,20.48922
